STATE,DISTRICT,ASSESSMENT_UNIT,Rainfall_mm,Recharge_Worthy_Area_Command_ha,Recharge_Worthy_Area_Total_ha,Hilly_Area_ha,Total_Geographical_Area_ha,Annual_Ground_Water_Recharge_ham,Environmental_Flows_ham,Annual_Extractable_Ground_Water_Resource_ham,Extraction_Domestic_ham,Extraction_Industrial_ham,Extraction_Irrigation_ham,Total_Ground_Water_Extraction_ham,Stage_of_Ground_Water_Extraction_pct,Allocation_Domestic_2025_ham,Net_GW_Availability_Future_Use_ham,Major_Quality_Parameters,Other_Quality_Parameters
Delhi,Central,District Summary,573.0,0.0,7930.5,0.0,7930.5,2515.05,251.5,2263.55,1522.9,0.0,248.57,1771.47,78.32,2208.43,506.98,,
Delhi,Central North,District Summary,626.13,0.0,3159.9,0.0,3159.9,1664.05,166.41,1497.64,1338.72,0.2,118.99,1457.91,97.34,1518.22,54.54,,
Delhi,East,District Summary,626.13,0.0,2579.0,0.0,2579.0,562.83,56.28,506.55,95.7,0.0,232.8,328.5,64.83,95.7,178.06,,
Delhi,New Delhi,District Summary,661.86,0.0,15809.0,0.0,15809.0,3025.7,302.58,2723.12,2827.62,2.2,686.87,3516.7,129.15,2913.19,8.57,,
Delhi,North,District Summary,626.44,0.0,29114.0,0.0,29114.0,4588.1,458.82,4129.28,3646.22,50.31,491.8,4188.33,101.8,3805.02,245.92,,
Delhi,North East,District Summary,573.0,0.0,3567.2,0.0,3567.2,1794.62,179.47,1615.15,1574.46,0.0,154.72,1729.18,107.07,1600.2,76.31,,
Delhi,North West,District Summary,626.44,0.0,15436.0,0.0,15436.0,3843.94,384.39,3459.56,1802.98,0.56,511.32,2314.86,66.92,2552.12,1144.7,,
Delhi,Old Delhi,District Summary,573.0,0.0,3458.5,0.0,3458.5,1632.46,163.24,1469.22,1343.3,0.5,338.43,1682.25,114.52,1468.58,8.58,,
Delhi,Outer North,District Summary,675.48,0.0,15785.0,0.0,15785.0,4519.88,451.98,4067.9,3681.1,0.0,709.9,4391.01,107.95,3681.11,72.24,,
Delhi,South,District Summary,675.48,0.0,10352.0,0.0,10352.0,2677.62,267.76,2409.86,2013.74,12.74,220.17,2246.65,93.2,2042.2,134.75,,
Delhi,South East,District Summary,646.98,0.0,30516.0,0.0,30516.0,7411.74,741.18,6670.57,2132.3,0.0,3981.46,6113.76,91.64,3039.16,233.12,,
Delhi,South West,District Summary,643.17,0.0,11054.0,0.0,11054.0,3910.88,349.5,3561.38,2668.18,0.6,731.98,3400.74,95.47,2671.46,264.4,,
Goa,Goa North,District Summary,3354.45,17854.0,98987.0,47323.0,146310.0,16536.1,3307.22,13228.88,1812.72,105.55,1675.35,3593.63,27.16,2013.28,9434.68,,
Goa,South Goa,District Summary,3355.93,10861.0,121972.0,101915.7,223887.7,21775.18,4355.03,17420.15,2185.1,375.44,926.37,3486.92,20.02,2426.9,13691.43,,
Gujarat,Ahmedabad,District Summary,700.66,184138.42,707726.04,0.0,707726.04,568805.03,55776.68,513028.36,3980.88,4160.58,65582.45,73723.9,73.18,2040.78,14846.1,,
Gujarat,Amreli,District Summary,735.33,723203.78,747846.72,0.0,747846.72,153026.2,7651.32,145374.87,1249.58,97.22,80931.7,82278.5,56.33,1285.13,62648.74,,
Gujarat,Anand,District Summary,859.29,212911.56,304119.14,0.0,304119.14,135574.32,10116.8,125457.52,4122.91,1477.06,30465.95,36065.91,28.51,3935.94,78181.86,,
Gujarat,Arvalli,District Summary,900.77,310371.56,310371.56,6518.06,316889.62,91796.1,4589.8,87206.29,2075.05,24.31,35682.0,37781.37,43.33,2336.22,49163.76,,
Gujarat,Banaskantha,District Summary,686.13,669984.12,1050135.46,29809.16,1079944.62,193525.95,19352.61,174173.34,5162.56,72.12,181769.05,187003.74,120.64,5178.64,11760.79,,
Gujarat,Bharuch,District Summary,805.15,332922.55,546298.3,4390.0,550688.3,96645.83,8034.75,88611.08,2470.69,1110.36,17968.45,21549.51,26.94,2023.2,46362.72,,
Gujarat,Bhavnagar,District Summary,690.74,585752.23,728147.99,0.0,728147.99,127298.98,6384.38,120914.61,3937.11,58.38,48739.35,52734.84,43.8,3617.56,59851.76,,
Gujarat,Botad,District Summary,713.71,203056.11,248479.86,0.0,248479.86,51368.06,2570.24,48797.82,1026.47,16.74,27070.6,28113.8,57.2,1027.76,17984.48,,
Gujarat,Chhota Udepur,District Summary,1118.58,326493.29,326493.29,17298.0,343791.29,63156.0,6315.61,56840.4,2251.39,1.06,22939.6,25192.04,44.32,2487.06,31412.68,,
Gujarat,Dahod,District Summary,724.15,351971.34,351971.34,12158.0,364129.34,37336.34,3394.92,33941.41,2335.46,3.16,11020.0,13358.61,39.35,2957.29,19960.97,,
Gujarat,Dang,District Summary,2388.39,144921.8,144921.8,35515.0,180436.8,36202.76,3620.28,32582.48,498.71,1.28,3752.7,4252.7,13.04,584.46,28244.04,,
Gujarat,Devbhumi Dwarka,District Summary,919.3,360785.62,420636.98,12245.0,432881.98,50149.97,2507.5,47642.47,1690.88,157.79,30693.35,32542.03,69.29,1746.86,12943.77,,
Gujarat,Gandhinagar,District Summary,794.83,215520.64,215520.64,0.0,215520.64,65909.36,5680.74,60228.61,1365.0,845.96,60468.75,62679.7,106.98,1846.95,8044.33,,
Gujarat,Gir Somnath,District Summary,1107.9,315649.82,328588.35,0.0,328588.35,81324.0,6428.37,74895.62,3045.36,170.88,32345.75,35561.98,48.33,3277.14,36197.4,,
Gujarat,Jamnagar,District Summary,808.29,579332.21,642348.39,99.0,642447.39,146052.68,7312.36,138740.32,2534.86,52.28,57539.2,60126.36,41.86,2678.56,77386.96,,
Gujarat,Junagadh,District Summary,1181.57,509083.69,547124.25,8142.0,555266.25,170158.98,8513.24,161645.73,3316.04,109.2,72712.77,76138.02,46.5,3628.63,80680.98,,
Gujarat,Kachchh,District Summary,560.35,840179.39,2049135.78,0.0,2049135.78,212500.2,19712.0,192788.22,3559.18,815.66,111389.45,115764.29,53.11,1414.72,42898.16,,
Gujarat,Kheda,District Summary,859.3,286444.62,343764.3,0.0,343764.3,97960.58,8580.92,89379.66,3250.54,643.38,35164.85,39058.76,40.0,3173.81,47342.72,,
Gujarat,Mahesana,District Summary,760.21,288807.09,440747.98,2428.0,443175.98,287703.83,28559.36,259144.47,1936.1,873.67,107890.5,110700.28,109.2,1567.8,5592.36,,
Gujarat,Mahisagar,District Summary,751.59,245901.06,245901.06,4096.0,249997.06,34068.88,3406.88,30662.0,911.64,17.08,14345.9,15274.62,49.82,1024.4,15274.64,,
Gujarat,Morbi,District Summary,626.03,348052.07,499269.72,0.0,499269.72,86867.14,5762.9,81104.24,1655.2,202.48,38850.9,40708.59,51.34,1699.9,32338.72,,
Gujarat,Narmada,District Summary,1122.7,250995.38,250995.38,29237.0,280232.38,41665.9,2990.64,38675.25,549.28,21.86,24565.95,25137.12,65.0,609.63,13477.8,,
Gujarat,Navsari,District Summary,1894.64,216782.15,216782.15,5828.0,222610.15,81926.4,5766.72,76159.67,2701.84,216.76,20147.7,23066.31,30.32,2856.2,52841.94,,
Gujarat,Panchmahal,District Summary,912.1,325474.41,325474.41,3567.0,329041.41,57965.98,3877.96,54088.02,1552.55,331.02,11901.2,13784.78,25.48,1766.57,40089.22,,
Gujarat,Patan,District Summary,627.47,117107.99,568650.77,0.0,568650.77,113196.86,9930.86,103266.0,1473.24,34.59,67749.84,69257.66,115.34,1024.99,238.48,,
Gujarat,Porbandar,District Summary,843.63,133858.11,230540.68,0.0,230540.68,38185.13,2737.93,35447.2,890.64,184.78,19584.85,20660.28,56.65,558.9,9211.24,,
Gujarat,Rajkot,District Summary,809.39,764586.51,776258.82,0.0,776258.82,175173.59,8758.68,166414.91,2576.07,357.26,108181.4,111114.74,65.78,2980.52,56549.48,,
Gujarat,Rana And Kutch,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Gujarat,Sabarkantha,District Summary,919.29,407378.4,407378.4,17542.0,424920.4,84883.08,8488.33,76394.75,2069.78,297.38,53926.05,56293.22,73.68,2555.0,21593.24,,
Gujarat,Surat,District Summary,1551.19,381733.07,421240.38,342.0,421582.38,156499.71,12666.99,143832.72,19483.86,4579.88,35127.05,59190.8,42.26,27349.07,79179.38,,
Gujarat,Surendranagar,District Summary,606.88,444181.25,927607.21,0.0,927607.21,236696.26,18993.47,217702.78,2841.82,235.03,59661.5,62738.32,50.42,1437.64,37463.17,,
Gujarat,Tapi,District Summary,1484.27,308550.36,308550.36,10022.0,318572.36,77864.19,6838.94,71025.26,507.36,64.38,24203.05,24774.78,34.88,918.82,45839.02,,
Gujarat,Vadodara,District Summary,897.58,406398.89,406398.89,0.0,406398.89,129093.8,8407.74,120686.06,6641.0,2505.84,58889.35,68036.19,66.71,7336.22,34539.84,,
Gujarat,Valsad,District Summary,2487.5,238387.73,238387.73,62509.0,300896.73,77015.98,7701.6,69314.38,4405.92,543.03,16145.15,21094.1,30.44,5132.52,47483.62,,
Haryana,Ambala,District Summary,1065.56,150904.89,150904.89,300.0,151204.89,43405.32,4340.54,39064.78,6961.89,7575.0,35760.57,50297.46,128.76,6961.89,1022.12,,
Haryana,Bhiwani,District Summary,346.87,267495.39,328695.39,1032.0,329727.39,43820.53,4382.05,39438.48,1407.6,1993.2,52835.46,56236.26,107.78,1422.64,8124.64,,
Haryana,Charkhi Dadri,District Summary,537.14,134335.69,137160.69,189.0,137349.69,21974.95,2101.02,19873.93,1253.5,28.0,24901.91,26183.41,124.24,1266.97,5904.7,,
Haryana,Faridabad,District Summary,601.54,57725.42,65561.42,8717.0,74278.42,14654.02,1285.55,13368.47,4442.06,5132.0,15228.18,24802.24,178.14,4478.93,345.96,,
Haryana,Fatehabad,District Summary,294.5,251850.38,252512.38,0.0,252512.38,65294.26,6529.43,58764.83,1826.59,98.2,102353.22,104278.0,177.44,1857.72,734.24,,
Haryana,Gurgaon,District Summary,559.49,121112.69,122245.69,3789.0,126034.69,23794.6,2332.18,21462.41,5178.36,17129.84,21304.2,43612.42,203.68,5178.36,0.0,,
Haryana,Hisar,District Summary,420.72,406838.3,407527.3,0.0,407527.3,66804.75,5315.09,61489.66,366.2,230.22,51114.78,51711.2,80.67,366.2,19684.29,,
Haryana,Jhajjar,District Summary,444.42,153659.79,193464.79,0.0,193464.79,48911.8,3852.72,45059.08,429.39,115.0,23636.34,24180.73,50.3,429.39,22396.84,,
Haryana,Jind,District Summary,462.74,257985.14,275091.45,0.0,275091.45,80981.85,7724.36,73257.5,1714.67,711.28,90632.15,93058.11,114.78,2639.84,5174.87,,
Haryana,Kaithal,District Summary,483.55,222872.15,227414.15,0.0,227414.15,46746.4,4674.64,42071.76,3051.61,633.75,77756.73,81442.08,193.6,3483.48,0.0,,
Haryana,Karnal,District Summary,651.88,246865.7,247051.7,0.0,247051.7,117657.7,11765.78,105891.92,8163.92,3447.92,172316.96,183928.81,173.69,8163.92,0.0,,
Haryana,Kurukshetra,District Summary,624.24,168420.28,168420.28,0.0,168420.28,41406.9,3937.29,37469.62,4172.5,12575.88,68294.39,85042.77,226.98,4172.5,0.0,,
Haryana,Mahendragarh,District Summary,332.92,188541.76,191787.76,2295.0,194082.76,22204.02,2220.43,19983.6,4099.1,31.08,26070.0,30200.18,151.18,4099.1,249.8,,
Haryana,Mewat,District Summary,434.98,110702.22,136906.22,13326.0,150232.22,18829.96,1848.96,16981.0,2070.93,21.72,14203.92,16296.56,74.15,2070.93,5051.72,,
Haryana,Palwal,District Summary,441.59,120020.17,135826.17,129.0,135955.17,43740.62,3926.62,39813.99,2273.08,732.5,34107.46,37113.04,93.24,2273.08,7205.67,,
Haryana,Panchkula,District Summary,1379.0,50671.51,50671.51,37615.24,88286.75,14575.71,1135.97,13439.74,1143.18,90.0,7122.35,8355.53,62.17,1143.18,5084.22,,
Haryana,Panipat,District Summary,480.42,129637.18,130273.18,0.0,130273.18,52014.1,5201.4,46812.7,2472.33,2392.0,99703.65,104567.98,219.98,2472.33,0.0,,
Haryana,Rewari,District Summary,541.91,144017.81,146167.81,4720.0,150887.81,28889.68,2447.49,26442.18,2110.14,1452.0,31701.08,35263.21,132.94,2110.14,190.49,,
Haryana,Rohtak,District Summary,443.9,150389.11,166907.11,0.0,166907.11,36066.32,3606.64,32459.69,538.48,166.06,22244.02,22948.56,49.96,538.48,16245.5,,
Haryana,Sirsa,District Summary,283.66,352099.75,426992.75,0.0,426992.75,64193.22,5468.68,58724.54,1911.36,266.07,138182.78,140360.2,156.17,1911.36,2406.81,,
Haryana,Sonipat,District Summary,551.12,199641.33,215722.33,0.0,215722.33,74119.46,6773.38,67346.09,8951.35,939.29,65815.66,75706.3,106.67,8951.35,7862.29,,
Haryana,Yamuna Nagar,District Summary,901.0,143277.26,143277.26,28500.0,171777.26,59405.84,5636.62,53769.22,5072.96,2340.0,63505.86,70918.82,131.92,5072.96,3154.42,,
Himachal Pradesh,Bls,District Summary,1506.9,0.0,10700.0,28800.0,39500.0,2711.06,271.11,2439.95,756.46,0.0,277.8,1034.26,42.39,756.46,1405.69,,
Himachal Pradesh,Chauntra Valley,District Summary,1506.9,0.0,5200.0,0.0,5200.0,5225.72,522.58,4703.14,130.3,0.0,0.0,130.3,2.77,130.31,4572.83,,
Himachal Pradesh,Chm,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Himachal Pradesh,Dharamshala Palampur Valley,District Summary,2019.8,0.0,45200.0,0.0,45200.0,13693.73,1369.37,12324.36,3141.72,0.0,1.25,3142.96,25.5,3141.72,9181.4,,
Himachal Pradesh,Hmp,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Himachal Pradesh,Kin,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Himachal Pradesh,Kng,District Summary,1565.25,0.0,77383.91,3678.64,79223.23,28673.88,2867.4,25806.49,2967.14,24.96,3426.96,6419.06,43.24,2967.14,19387.42,,
Himachal Pradesh,Kul,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Himachal Pradesh,Las,District Summary,1618.3,0.0,8200.0,0.0,8200.0,1724.21,86.21,1638.0,205.74,323.32,95.38,624.44,38.12,205.74,1013.56,,
Himachal Pradesh,Mnd,District Summary,1506.9,0.0,15959.68,0.0,15959.68,7733.89,773.39,6960.5,962.42,0.0,314.55,1276.97,18.35,962.42,5683.53,,
Himachal Pradesh,Nalagarh Valley,District Summary,1366.2,0.0,33600.0,0.0,33600.0,16036.23,801.81,15234.42,1250.88,4917.46,2651.37,8819.71,57.89,1250.88,6414.71,,
Himachal Pradesh,Nurpur & Indaura Valley,District Summary,2019.8,0.0,102400.0,0.0,102400.0,41697.84,4169.78,37528.06,2219.37,40.71,5914.19,8174.27,21.78,2219.37,29353.79,,
Himachal Pradesh,Poanta Valley,District Summary,1618.3,0.0,27600.0,0.0,27600.0,8633.02,863.3,7769.72,764.38,168.68,631.14,1564.2,20.13,764.38,6205.52,,
Himachal Pradesh,Shm,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Himachal Pradesh,Sln,District Summary,1366.2,0.0,32566.1,0.0,32566.1,15902.63,1590.26,14312.37,1250.88,5953.38,2730.96,9935.22,69.42,1250.88,4377.15,,
Himachal Pradesh,Srm,District Summary,1618.3,0.0,35259.1,0.0,35259.1,10431.92,947.86,9484.06,1127.18,543.88,807.54,2478.6,26.13,1127.18,7005.46,,
Himachal Pradesh,Una,District Summary,1110.7,0.0,114476.66,0.0,114476.66,21637.03,2163.7,19473.33,3519.24,166.01,8992.39,12677.64,65.1,3519.24,6795.69,,
Himachal Pradesh,Una Valley Beas Catchment,District Summary,1110.7,0.0,6500.0,0.0,6500.0,1056.52,105.65,950.87,122.52,2.01,121.31,245.84,25.85,122.52,705.03,,
Himachal Pradesh,Una Valley Sutlej Catchment,District Summary,1110.7,0.0,104500.0,0.0,104500.0,19755.13,1975.51,17779.62,2966.37,207.79,8525.2,11699.36,65.8,2966.37,6080.26,,
Jammu And Kashmir,Anantnag,District Summary,1101.25,27940.18,60486.5,31902.37,92388.87,12520.27,1252.04,11268.22,1959.88,37.8,369.25,2366.96,21.28,1959.88,8901.26,,
Jammu And Kashmir,Bandipora,District Summary,921.6,0.0,33937.02,17445.82,51382.84,5615.79,560.05,5055.74,660.86,1.08,11.2,673.14,13.64,660.85,4382.62,,
Jammu And Kashmir,Baramulla,District Summary,1227.95,0.0,57627.19,64042.94,121670.13,14042.66,1404.3,12638.36,1846.32,5.4,364.12,2215.84,18.44,1846.31,10422.53,,
Jammu And Kashmir,Barmulla,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jammu And Kashmir,Budgam,District Summary,719.45,0.0,29168.48,31614.37,60782.85,5272.92,519.3,4753.62,1212.71,5.4,106.43,1324.54,27.86,1212.72,3429.08,,
Jammu And Kashmir,Doda,District Summary,1265.75,0.0,974.99,109013.25,109988.24,1039.42,103.94,935.48,170.32,5.4,16.81,192.52,20.58,170.32,742.97,,
Jammu And Kashmir,Ganderbal,District Summary,818.1,0.0,4098.89,11071.69,15170.58,1009.22,100.93,908.3,245.27,10.43,190.46,446.15,49.36,245.27,462.14,,
Jammu And Kashmir,Jammu,District Summary,1350.05,59123.4,169422.86,80626.34,250049.2,46205.62,4599.22,41606.4,7732.75,719.39,5187.27,13639.44,32.78,7732.74,27966.98,,
Jammu And Kashmir,Kathua,District Summary,1605.3,21110.07,82909.37,164903.15,247812.52,29316.66,2760.94,26555.72,3713.08,641.2,2991.36,7345.65,28.35,3713.08,19210.07,,
Jammu And Kashmir,Kishtwar,District Summary,1265.75,0.0,3374.3,255453.99,258828.29,1319.2,131.92,1187.28,150.5,4.32,31.5,186.34,15.7,150.5,1000.94,,
Jammu And Kashmir,Kulgam,District Summary,1231.6,0.0,24824.4,17516.43,42340.83,6801.57,680.16,6121.42,1067.78,29.16,157.8,1254.75,20.5,1067.78,4866.66,,
Jammu And Kashmir,Kupwara,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jammu And Kashmir,Kupwarar,District Summary,1063.1,0.0,19704.77,62642.53,82347.3,6228.02,622.8,5605.22,1171.84,10.8,16.81,1199.43,21.4,1171.82,4405.8,,
Jammu And Kashmir,Mirpur,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jammu And Kashmir,Muzaffarabad,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jammu And Kashmir,Poonch,District Summary,1343.55,0.0,8117.56,159115.14,167232.7,5145.86,514.59,4631.27,444.5,5.4,332.5,782.4,16.89,444.5,3848.88,,
Jammu And Kashmir,Pulwama,District Summary,650.25,0.0,38779.45,12085.09,50864.54,6258.96,625.91,5633.05,1492.05,15.12,481.75,1988.9,35.51,1492.04,3644.16,,
Jammu And Kashmir,Rajouri,District Summary,1693.6,4457.28,65547.2,216328.26,281875.46,23263.58,2244.67,21018.91,1228.5,5.4,787.5,2021.42,10.2,1228.5,18997.49,,
Jammu And Kashmir,Ramban,District Summary,1409.25,0.0,1553.44,63103.98,64657.42,723.7,72.37,651.33,147.0,5.4,59.5,211.91,32.55,147.0,439.42,,
Jammu And Kashmir,Reasi,District Summary,2193.9,1294.15,27374.49,185950.79,213325.28,24288.07,2428.8,21859.27,2003.02,36.49,364.12,2403.63,11.0,2003.02,19455.64,,
Jammu And Kashmir,Samba,District Summary,1191.2,10202.44,79170.21,25252.08,104422.29,19558.42,1874.93,17683.5,2139.28,156.39,431.34,2727.03,15.64,2139.27,14956.48,,
Jammu And Kashmir,Shopian,District Summary,1021.0,0.0,27983.06,1674.85,29657.91,6330.21,633.01,5697.2,869.76,27.0,129.6,1026.36,18.53,869.76,4670.84,,
Jammu And Kashmir,Srinagar,District Summary,768.75,0.0,87500.0,0.0,87500.0,12930.48,1293.04,11637.44,6574.7,328.42,44.81,6947.93,59.89,6574.7,4689.5,,
Jammu And Kashmir,Srinagar Hilly Area,District Summary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jammu And Kashmir,Udhampur,District Summary,1915.5,4827.62,34641.73,215247.52,249889.25,14845.98,1401.78,13444.2,1771.38,119.9,464.95,2356.22,18.13,1771.36,11088.0,,
Jharkhand,Bokaro,District Summary,1208.84,577.0,262443.0,23495.0,285938.0,20757.54,1780.11,18977.43,4474.46,2135.92,2403.0,9013.38,47.54,4500.54,10532.3,,
Jharkhand,Chatra,District Summary,1148.25,779.0,326087.0,67102.0,393189.0,25860.84,1892.42,23968.42,2012.14,1115.22,6379.75,9507.12,39.7,2023.92,14449.52,,
Jharkhand,Deoghar,District Summary,1309.02,84.0,190698.0,64407.0,255105.0,17070.04,1072.78,15997.26,2975.85,87.66,5458.56,8522.06,53.28,2993.24,7457.81,,
Jharkhand,Dhanbad,District Summary,1388.33,748.0,197673.0,50178.0,247851.0,28056.55,1943.8,26112.75,5985.75,10355.72,2968.0,19309.48,73.94,6020.62,6941.7,,
Jharkhand,Dumka,District Summary,1422.65,10078.0,281367.0,90276.0,371643.0,30500.9,2421.81,28079.1,2555.6,23.62,3746.0,6325.21,22.6,2570.54,21738.94,,
Jharkhand,East Singhbhum,District Summary,1438.36,494.0,250993.0,112342.0,363335.0,28403.7,2314.43,26089.28,5080.99,758.04,1860.0,7699.02,29.51,5110.59,18971.81,,
Jharkhand,Garhwa,District Summary,1088.73,6590.0,291643.0,112832.0,404475.0,29519.11,2527.86,26991.25,2426.95,60.53,7429.38,9916.85,36.75,2441.14,17060.22,,
Jharkhand,Giridih,District Summary,1241.59,180.0,440079.0,68411.0,508490.0,41987.88,3034.04,38953.85,4753.14,1561.76,8892.38,15207.26,39.07,4780.93,23718.8,,
Jharkhand,Godda,District Summary,1180.23,4948.0,166402.0,44707.0,211109.0,23062.87,1774.69,21288.18,2525.98,258.6,1869.0,4653.59,21.86,2540.76,16619.79,,
Jharkhand,Gumla,District Summary,1369.15,3786.0,407115.0,127611.0,534726.0,34837.79,2927.8,31909.98,1881.72,12.54,3789.5,5683.73,17.81,1892.74,26215.25,,
Jharkhand,Hazaribagh,District Summary,1338.26,2341.0,352662.0,78384.0,431046.0,35035.74,2999.03,32036.71,3444.92,470.25,7851.38,11766.54,36.73,3465.04,20250.04,,
Jharkhand,Jamtara,District Summary,1443.8,0.0,98346.0,82083.0,180429.0,9105.97,725.5,8380.46,1542.38,10.16,2280.25,3832.79,45.74,1551.39,4538.66,,
Jharkhand,Khunti,District Summary,1409.24,2712.0,167005.0,93012.0,260017.0,13545.94,1034.62,12511.31,1033.64,12.59,2385.0,3431.23,27.43,1039.69,9074.04,,
Jharkhand,Koderma,District Summary,1129.6,0.0,90902.0,58768.0,149670.0,6896.54,508.48,6388.06,1438.46,98.94,2562.88,4100.27,64.23,1446.88,2279.38,,
Jharkhand,Latehar,District Summary,1279.46,820.0,238513.0,122748.0,361261.0,24925.53,2160.86,22764.66,1407.23,105.74,5109.0,6621.98,29.09,1415.48,16134.44,,
Jharkhand,Lohardaga,District Summary,1238.59,1437.0,127563.0,21683.0,149246.0,19958.07,1941.86,18016.22,908.01,8.17,1833.5,2749.69,15.26,913.3,15261.22,,
Jharkhand,Pakur,District Summary,1660.18,1115.0,127759.0,52800.0,180559.0,26484.5,2648.46,23836.04,1594.71,28.46,1911.5,3534.67,14.84,1604.05,20292.03,,
Jharkhand,Palamu,District Summary,1023.89,6722.0,347344.0,104315.0,451659.0,34129.21,2719.06,31410.15,3805.58,217.36,7198.5,11221.44,35.72,3827.84,20166.45,,
Jharkhand,Ramgarh,District Summary,1307.76,122.0,111267.0,28298.0,139565.0,11420.02,840.88,10579.14,2040.38,2964.06,1457.0,6461.45,61.08,2052.28,4151.08,,
Jharkhand,Ranchi,District Summary,1314.06,3817.0,374308.0,123913.0,498221.0,40502.12,3740.98,36761.15,6246.2,1694.99,9016.12,16957.3,46.12,6282.62,19767.43,,
Jharkhand,Sahibganj,District Summary,1564.25,709.0,114409.0,55796.0,170205.0,30952.9,2718.61,28234.28,2271.93,50.29,2207.0,4529.22,16.04,2285.21,23691.78,,
Jharkhand,Saraikela Kharsawan,District Summary,1322.67,3164.0,202801.0,65416.0,268217.0,17994.32,1478.88,16515.44,2167.03,527.18,1099.5,3793.7,23.02,2179.68,12709.08,,
Jharkhand,Simdega,District Summary,1547.74,1067.0,309060.0,66169.0,375229.0,24016.77,2213.39,21803.38,1160.72,0.0,2034.0,3194.73,14.72,1167.51,18601.88,,
Jharkhand,West Singhbhum,District Summary,1329.25,3846.0,588234.0,133986.0,722220.0,46337.38,4361.17,41976.22,2972.04,29.84,2056.5,5058.38,12.18,2989.4,36900.46,,
Karnataka,Bagalkot,District Summary,661.15,268498.0,628380.0,27812.0,656192.0,66934.83,6693.46,60241.37,4477.1,34.67,44636.9,49148.66,81.65,4958.0,24998.74,,
Karnataka,Ballari,District Summary,623.76,253726.0,375891.0,46726.0,422617.0,70850.18,7085.02,63765.15,1987.67,482.66,14119.5,16589.82,26.04,2395.56,47078.94,,
Karnataka,Belagavi,District Summary,845.01,489899.0,1295629.0,44262.0,1339891.0,119470.51,11400.3,108070.21,12751.68,235.25,63909.55,76896.48,71.15,16451.52,35967.72,,
Karnataka,Bengaluru (Rural),District Summary,842.2,0.0,223651.0,6386.0,230037.0,18090.61,1809.06,16281.54,2634.35,1170.3,20114.6,23919.22,146.92,3085.43,0.0,,
Karnataka,Bengaluru (Urban),District Summary,836.88,0.0,213026.0,6533.0,219559.0,33002.46,3300.26,29702.21,16149.61,13208.08,24643.45,54001.14,181.99,17354.57,0.0,,
Karnataka,Bengaluru South,District Summary,904.44,23643.0,273998.0,78812.0,352810.0,51271.26,5127.14,46144.12,2625.3,952.74,39955.68,43533.74,94.56,2920.23,5171.71,,
Karnataka,Bidar,District Summary,850.23,22397.0,545314.0,139.0,545453.0,37730.57,3754.42,33976.15,4370.68,63.14,17387.25,21821.07,64.2,4725.88,11863.28,,
Karnataka,Chamarajanagara,District Summary,1105.27,79195.0,360940.0,202986.0,563926.0,38639.58,3531.74,35107.84,2461.22,29.73,29847.58,32338.51,92.22,2831.43,4930.12,,
Karnataka,Chikkaballapura,District Summary,919.22,0.0,373482.0,51623.0,425105.0,34063.96,3406.4,30657.56,3034.26,113.27,47436.63,50584.16,165.0,3413.45,0.0,,
Karnataka,Chikkamagaluru,District Summary,1244.7,14356.0,423494.0,297454.0,720948.0,67673.86,6587.8,61086.05,2533.87,101.52,31205.79,33841.18,55.4,2902.7,28037.74,,
Karnataka,Chitradurga,District Summary,569.35,14440.0,800461.0,43012.0,843473.0,41693.37,4101.96,37591.4,3954.12,105.56,47996.67,52056.34,138.74,4412.04,827.22,,
Karnataka,Dakshina Kannada,District Summary,4046.12,0.0,357624.0,128476.0,486100.0,74107.24,7410.72,66696.52,5188.56,53.12,24767.62,30009.3,45.0,5967.78,35908.0,,
Karnataka,Davanagere,District Summary,732.57,148880.0,409552.0,38412.0,447964.0,62624.86,6033.59,56591.26,3669.6,229.09,46815.05,50713.76,89.64,3924.28,18557.44,,
